label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11
3	-1902 kg	1.8824	boxing	Santa Clarita	0.8927	-610	1.0191	ice hockey	-41 m	San Francisco	1.6652	0.0426
4	745 kg	1.2507	basketball	Los Angeles, Fremont	1.6335	328	-0.1739	soccer	319 m	Modesto, Moreno Valley	2.7149	0.1027
3	-775 kg	0.3544	baseball	Santa Clarita	1.1628	400	1.4137	tennis	-1469 m	San Francisco	0.8664	0.3939
0	78 kg	0.3738	soccer	San Diego, Los Angeles, Bakersfield, Sacramento, Anaheim	1.0416	979	-0.3595	baseball	2310 m	Oakland, San Diego	-0.1826	0.063
4	725 kg	-0.8128	ice hockey	Long Beach, San Bernardino	0.8306	1386	0.6247	soccer	182 m	Modesto	0.1855	-0.0979
3	70 kg	0.5867	baseball	San Jose	0.4632	962	0.5113	badminton	267 m	Riverside	1.411	-0.8151
0	1334 kg	0.8574	soccer	Los Angeles, San Diego, Fremont, Bakersfield, Anaheim	0.4136	224	1.0334	baseball	-218 m	Fresno	0.8013	-0.8143
0	1099 kg	-0.7014	soccer	Anaheim, Bakersfield	0.2928	378	2.4166	baseball	2069 m	None	0.7706	1.0963
1	139 kg	0.0322	motor sports	Riverside, Santa Ana, Fresno, Modesto	0.1863	993	0.3199	track & field	676 m	Chula Vista, San Jose	1.4366	0.0203
5	1955 kg	0.1298	Badminton	stockton	-0.1413	1630	-1.1553	basketball	-994 m	Santa Clarita	2.1645	1.5533
5	282 kg	0.8935	badminton	Stockton	0.0183	896	-0.0822	basketball	189 m	Long Beach	0.9278	1.129
4	2997 kg	-0.0123	boxing	Long Beach	-0.4416	-765	0.0009	soccer	-132 m	Moreno Valley, Modesto	1.5219	0.6477
0	533 kg	0.4529	tennis	Los Angeles, Anaheim, Fremont	-0.0057	643	0.7079	baseball	724 m	Fresno	2.3063	-0.307
2	423 kg	-0.5137	volleyball	Oakland, Irvine	3.0348	-417	1.0535	boxing	2526 m	Fremont	1.8062	1.1561
1	-363 kg	0.0401	track & field	Moreno Valley	0.0917	-823	0.7399	golf	2038 m	Bakersfield, San Jose, Chula Vista, Anaheim, Irvine	-0.3437	-0.2651
4	975 kg	0.6526	basketball	San Bernardino	-0.3195	1999	0.8078	soccer	123 m	Stockton, Modesto	1.9233	2.0605
5	559 kg	0.7545	golf	Stockton	-0.9086	1267	-0.7889	basketball	922 m	Santa Clarita	0.6725	1.4774
2	112 kg	0.2258	volleyball	San Francisco, Long Beach	-0.1511	1385	0.2853	running	1535 m	San Bernardino, San Diego, Oakland	-0.39	-0.0711
1	1710 kg	2.396	motor sports	moreno valley, riverside, modesto	-0.0743	51	0.6477	golf	1121 m	Long Beach	-0.1949	1.4139
3	-203 kg	1.3814	baseball	Santa Clarita		-188	2.1549	ICE HOCKEY	-362 m	San Francisco	1.1958	0.4134
5	1325 kg	0.5204	ice hockey	Stockton	-1.1959	1570	-0.1751	basketball	993 m	Santa Clarita	-0.4961	0.3473
2	517 kg	0.1629	volleyball	Chula Vista	0.9764	1394	-0.5052	running	-709 m	Long Beach	0.3283	0.9619
1	-422 kg	1.9113	running	Modesto, Riverside	1.2223	1231	0.7587	golf	704 m	Bakersfield, Irvine, Anaheim, Chula Vista	2.1687	0.9769
2	78 kg	0.397	volleyball	Chula Vista	1.1614	1696	0.0886	running	653 m	Santa Clarita	1.2734	-0.2869
0	913 kg	0.4107	badminton	Fremont, Bakersfield	1.24	-70	1.6457	baseball	-375 m	Sacramento	0.6792	-1.5991
2	-306 kg	1.2415	volleyball	Oakland	1.5169	1315	1.9957	running	3004 m	San Bernardino	-0.0201	0.9178
3	-963 kg	0.9915	boxing	San Jose	-1.316	-216	1.4985	ice hockey	1152 m	San Francisco	1.0411	0.0071
1	525 kg	1.3911	track & field	Modesto, Fresno, Santa Ana, Riverside	0.9349	85	1.4739	track & field	795 m	San Jose, Anaheim, Bakersfield, Irvine	0.2984	1.6578
1	1639 kg	0.8995	volleyball	Modesto, Riverside	-0.2735	214	-0.0962	track & field	1060 m	Santa Ana, Chula Vista, San Jose	0.8452	0.681
1	-1522 kg	1.6726	volleyball	Santa Ana, Moreno Valley, Riverside, Modesto	0.8915	-428	-0.8867	golf	-1720 m	Irvine, Anaheim, Chula Vista, Santa Ana, Bakersfield	0.0021	0.7783
2	1585 kg	-0.5378	volleyball	Chula Vista	0.133	1668	-0.6808	boxing	1899 m	San Bernardino	1.1925	-1.1949
0	-1344 kg	0.6284	soccer	San Diego, Sacramento	1.1259	250	0.3259	baseball	3002 m	Fresno	0.5472	-0.7272
2	-368 kg	0.8437	volleyball	Irvine, Chula Vista	0.312	-180	0.6654	football	543 m	Los Angeles, San Diego	0.6187	0.8254
2	-140 kg	-0.3124	volleyball	Chula Vista	2.2575	1485	0.3898	motor sports	49 m	San Bernardino, San Diego, Fremont, Oakland	1.2509	-0.3788
3	-402 kg	1.1148	boxing	San Jose	1.0405	476	-0.2805	volleyball	987 m	San Francisco	1.0576	-0.6753
1	1236 kg	-0.3973	motor sports	Riverside, Fresno	0.9315	1385	1.7455	track & field	-65 m	Anaheim, Chula Vista, Santa Ana, Irvine, Bakersfield	0.8326	-0.5231
5	1624 kg	0.7753	badminton	Stockton	1.1998	1528	-0.5846	BASKETBALL	1274 m	Long Beach	-0.1076	0.0258
5	1785 kg	0.3063	golf	Stockton	0.1979	69	0.3695	tennis	323 m	Long Beach	-0.3705	1.3164
4	2021 kg	0.2821	None	San Francisco, San Bernardino	1.484	1154	2.442	soccer	2239 m	Moreno Valley, Stockton	0.2802	0.4597
1	2452 kg	0.053	motor sports	Fresno, Moreno Valley, Santa Ana, Riverside	-1.3352	1074	1.0717	track & field	621 m	Chula Vista, Anaheim, Bakersfield, San Jose	0.7135	1.6588
2	875 kg	1.248	volleyball	Chula Vista, Oakland	0.167	14	0.1679	running	-161 m	Oakland, San Bernardino	0.6149	0.7382
1	534 kg	-0.5413	motor sports	Modesto, Moreno Valley, Fresno, Riverside	-0.2264	322	1.5254	golf	-1566 m	Irvine	2.3987	1.3491
5	-478 kg	-0.1277	basketball	Santa Ana	0.8634	281	0.7611	basketball	1582 m	Long Beach	0.8956	0.7917
2	579 kg	0.2884	basketball	Stockton	-0.2899	1522	-0.4537	motor sports	896 m	Fremont, San Bernardino, San Diego, Los Angeles	?	0.9834
5	1306 kg	0.5292	badminton	Moreno Valley, Riverside	0.6869	1245	-0.0652	basketball	-340 m	Long Beach	-0.5657	1.353
5	647 kg	0.0944	boxing	Stockton	0.2646	1951	-1.1056	basketball	1653 m	Riverside	0.3087	2.3388
4	292 kg	0.2349	ice hockey	San Bernardino	1.167	3532	2.0296	soccer	718 m	Modesto	0.7509	-0.1748
4	2083 kg	0.6458	ice hockey	San Bernardino	1.7137	1066	0.6365	soccer	-247 m	Modesto	0.5663	0.0902
5	-1264 kg	0.5633	badminton	Stockton	-0.2391	1989	0.9554	basketball	-763 m	Santa Clarita	-0.1282	-0.7094
5	1360 kg	-0.6236	golf	Stockton	1.6577	1770	-0.6104	baseball	1677 m	lONG bEACH	1.3644	0.3213
1	1514 kg	-0.0144	motor sports	Riverside, Santa Ana, Fresno	-0.2794	330	1.7948	track & field	2340 m	Chula Vista, Anaheim	0.1432	0.319
4	777 kg	0.1487	ice hockey	San Francisco, Long Beach	0.2902	1324	0.6897	soccer	1563 m	Moreno Valley, Modesto	0.2447	0.4183
4	211 kg	0.4806	basketball	San Bernardino	0.7008	161	0.3755	soccer	277 m	Stockton, Moreno Valley	1.8492	-0.2426
3	-1137 kg	0.7677	baseball	Santa Clarita	1.7113	336	1.1599	tennis	-463 m	Riverside	1.3612	0.0745
5	1046 kg	0.4794	NULL	Stockton	0.3986	2038	-0.0061	basketball	187 m	Long Beach	0.1814	1.0714
1	383 kg	0.1154	motor sports	Riverside, Santa Ana	1.3454	707	1.839	basketball	1069 m	Irvine	0.6783	1.1113
4	1225 kg	0.6782	basketball	San Francisco, Long Beach	0.1217	25	0.0642	golf	1139 m	Moreno Valley, Modesto	0.7187	-0.5757
4	626 kg	0.0373	volleyball	San Francisco, San Bernardino	0.1534	667	0.7411	soccer	89 m	Stockton	-0.0724	0.9226
3	-1066 kg	0.7193	boxing	Santa Clarita	0.7396	987	0.5703	badminton	-611 m	San Francisco	1.1269	1.6142
0	1314 kg	0.5649	football	Bakersfield, Fremont	0.8374	205	0.4772	baseball	2018 m	Fresno	-0.2467	0.8116
5	1982 kg	0.1682	running	Santa Ana	0.9474	938	-1.063	basketball	332 m	Santa Clarita	-1.1383	-0.1523
5	963 kg	-0.5364	badminton	Stockton	-0.0525	-921	-0.7795	basketball	645 m	Santa Clarita	-0.1048	0.6562
3	-1991 kg	1.7098	boxing	San Jose	0.5458	306	0.1415	ice hockey	946 m	Riverside	2.3906	0.1312
2	-132 kg	0.5925	volleyball	Irvine, Oakland	0.8798	2655	1.1751	tennis	-90 m	Oakland, Los Angeles, San Diego, San Bernardino	1.7776	0.2545
4	-586 kg	1.4684	basketball	Long Beach, San Bernardino	0.135	935	3.8989	soccer	-28 m	Stockton, Moreno Valley	0.0594	1.1074
3	332 kg	-0.927	boxing	Santa Clarita	-0.1069	-689	0.6469	badminton	416 m	NULL	1.3456	-0.0769
3	1222 kg	1.7075	baseball	Santa Ana, Fresno, Riverside	1.3676	193	-0.0247	volleyball	-110 m	Riverside	0.9936	-0.1545
1	498 kg	0.7964	track & field	MORENO VALLEY	0.0038	158	-0.3559	soccer	1619 m	San Jose, Bakersfield, Santa Ana, Chula Vista	1.3975	1.0628
2	-28 kg	1.1687	volleyball	Chula Vista, Oakland	-0.207	1646	-0.24	motor sports	667 m	Oakland, Los Angeles, San Bernardino	2.2222	1.781
1	1443 kg	-0.8322	motor sports	Fresno, Riverside	-0.3361	1349	0.7654	golf	218 m	Santa Ana, Bakersfield, Irvine	-0.33	1.1511
5	633 kg	?	motor sports	Stockton	0.9843	1263	-0.4416	basketball	598 m	Santa Clarita	0.2743	1.4246
2	1090 kg	0.6533	volleyball	Chula Vista, Oakland	1.4561	2063	0.8499	motor sports	954 m	Fremont, Oakland, San Diego	1.4131	1.1933
3	-458 kg	0.6227	boxing	Santa Clarita	0.9818	548	1.7237	tennis	-301 m	San Francisco	0.2273	0.845
4	842 kg	0.9958	basketball	Long Beach, San Bernardino	0.8771	584	-0.8061	soccer	2153 m	Modesto, Stockton	1.4062	0.1698
5	-1356 kg	1.2715	badminton	Stockton	0.9372	287	-0.1045	basketball	809 m	Long Beach	0.0671	0.2037
1	2233 kg	0.4365	ice hockey	Santa Ana, Riverside, Modesto, Fresno	0.5186	-1106	1.0173	track & field	2955 m	Chula Vista, Santa Ana, Bakersfield, Anaheim, San Jose	1.0434	1.5007
1	186 kg	1.084	track & field	Moreno Valley	0.1029	653	1.6695	GOLF	291 m	Anaheim, Chula Vista, San Jose	1.1725	0.2086
3	-2232 kg	0.1473	baseball	San Jose	0.3058	552	0.69	volleyball	-509 m	San Francisco	-0.0167	0.9549
1	1123 kg	-0.2243	track & field	Fresno, Moreno Valley, Riverside	0.432	-1356	0.233	track & field	-877 m	San Jose, Irvine	1.031	0.4133
5	1143 kg	-0.2669	badminton	Stockton	-1.2548	1250	0.585	basketball	-525 m	Santa Clarita	1.7881	1.2496
4	324 kg	-0.4131	basketball	Long Beach, San Francisco	0.0675	493	0.9555	SOCCER	909 m	Stockton	2.8426	0.1879
4	1416 kg	0.4244	basketball	Long Beach, San Bernardino	0.0961	231	0.9175	soccer	-2170 m	Modesto	0.536	-0.3865
4	529 kg	0.1416	ice hockey	San Jose	2.4822	1264	-0.2755	soccer	1056 m	Bakersfield	2.5257	-1.0973
3	-197 kg	0.6859	boxing	San Jose	0.2821	302	1.2254	volleyball	-1000 m	Riverside	2.1916	0.6607
0	1405 kg	0.9391	soccer	San Diego, Fremont, Anaheim, Sacramento, Bakersfield	1.0049	820	0.4943	baseball	1369 m	Fresno	0.5334	-0.8209
2	-1826 kg	0.8353	volleyball	Santa Clarita	0.8402	1100	-0.4249	running	1472 m	Fremont, Los Angeles, San Bernardino	1.1772	-1.0004
1	1768 kg	-0.3469	motor sports	Riverside, Moreno Valley	1.895	213	1.5557	golf	-274 m	San Jose, Santa Ana, Bakersfield, Anaheim, Chula Vista	1.2441	-0.4373
5	1291 kg	0.2871	golf	Chula Vista, Oakland	-0.5001	-290	-0.4297	basketball	-1412 m	Santa Clarita	0.3275	0.7751
1	-586 kg	0.5532	track & field	Modesto	0.0325	1482	0.8362	track & field	123 m	Bakersfield, Chula Vista, San Jose	0.5816	0.1517
5	1323 kg	0.55	boxing	Stockton	0.3808	385	-0.3885	basketball	-425 m	Santa Clarita	-0.2552	0.4038
5	2383 kg	-0.3047	running	Stockton	0.7887	574	-0.1577	track & field	21 m	San Bernardino, Fremont, Oakland, Los Angeles	-0.3729	2.0381
3	87 kg	0.8262	boxing	San Jose	1.5016	-2227	1.6546	badminton	-344 m	San Francisco	1.1308	0.3616
1	-798 kg	1.413	track & field	Riverside	1.5762	-272	1.484	track & field	-1628 m	San Jose, Santa Ana	0.5853	0.85
1	226 kg	0.4945	motor sports	Santa Ana, Riverside, Modesto	1.4381	663	-0.3212	track & field	130 m	Anaheim, Chula Vista	-0.8337	0.7763
4	933 kg	1.6794	ice hockey	San Bernardino	-0.3131	1182	-1.3686	soccer	942 m	Modesto	-0.1994	-0.6792
0	1019 kg	0.726	tennis	San Francisco, San Bernardino	-0.3334	1203	0.9	baseball	1097 m	Moreno Valley, Stockton	1.4721	0.6093
2	1269 kg	0.6711	volleyball	Chula Vista, Irvine	0.7176	503	1.826	football	143 m	San Bernardino, Fremont, Oakland, Los Angeles	0.0829	-0.2226
0	537 kg	0.8257	football	Anaheim, Sacramento, Bakersfield, Los Angeles	0.3015	1734	2.1344	baseball	303 m	FRESNO	1.3349	-0.3536
2	406 kg	-0.2815	volleyball	Oakland	0.1204	1094	1.0313	boxing	1381 m	Irvine, Santa Ana, San Jose, Chula Vista	0.8583	0.701
1	-1237 kg	0.5036	track & field	Moreno Valley, Santa Ana, Modesto, Fresno	-1.0767	426	2.1802	golf	1186 m	Santa Ana, Irvine, San Jose	-0.2103	1.9602
1	-903 kg	0.0231	volleyball	Riverside	-0.8993	788	1.074	track & field	n/a	Bakersfield, Chula Vista	0.5538	1.9181
2	525 kg	1.1569	volleyball	Irvine, Chula Vista	0.3837	1161	1.2691	running	1323 m	Fremont, San Diego	1.7034	0.1577
0	-70 kg	0.1242	football	Fremont, Bakersfield	1.6851	-297	1.0848	baseball	2934 m	Sacramento	-0.1293	1.4052
4	-186 kg	0.2039	basketball	San Francisco	1.5793	2504	1.647	soccer	1206 m	Long Beach	0.3987	0.2638
3	445 kg	0.1231	baseball	Santa Clarita	1.379	-1134	-0.7763	tennis	638 m	Stockton, Moreno Valley	1.2512	-0.0346
3	494 kg	0.5035	baseball	Santa Clarita	0.4158	-28	1.1267	tennis	499 m	San Francisco	-0.1226	0.5801
3	723 kg	1.1576	baseball	San Diego, Sacramento, Los Angeles, Fremont, Anaheim	0.2688	-269	1.6777	volleyball	303 m	San Francisco	0.6467	0.6763
4	-1084 kg	0.798	ice hockey	San Francisco, Long Beach	-0.5224	1857	0.5181	soccer	1629 m	Fresno	0.8273	-0.4612
2	1088 kg	0.8829	volleyball	Irvine, Chula Vista	0.7971	1337	-0.0675	running	-1000 m	Moreno Valley	1.347	0.4068
5	951 kg	0.6381	badminton	Stockton	0.6082	-600	1.2214	basketball	-132 m	Long Beach	-0.0369	0.0893
5	110 kg	0.6905	running	Stockton	1.1282	208	-0.3007	basketball	573 m	Santa Clarita	1.0214	1.7372
3	-976 kg	1.1462	baseball	San Jose	1.1056	812	-0.0526	volleyball	2540 m	Riverside	1.0126	0.13
4	1290 kg	1.8675	basketball	San Bernardino, Long Beach	0.967	1172	0.6474	soccer	818 m	Modesto	0.8472	0.2018
1	-735 kg	0.4382	track & field	Fresno, Santa Ana	0.9731	-131	-1.6459	golf	3475 m	Anaheim, Irvine, Chula Vista, San Jose, Bakersfield	0.4472	1.6152
5	817 kg	-0.4852	running	Bakersfield, San Diego, Los Angeles, Fremont	1.2813	852	1.3943	basketball	1607 m	Santa Clarita	-0.8981	0.6599
4	-2173 kg	-0.8524	basketball	Long Beach, San Francisco	0.2476	1687	0.2602	SOCCER	1102 m	Modesto	1.4102	-0.5829
4	451 kg	0.116	ice hockey	San Bernardino	0.3845	146	-0.3909	soccer	1654 m	Moreno Valley	1.0208	0.5452
5	819 kg	-0.3361	golf	Stockton	0.5353	2229	-0.8255	basketball	-404 m	Santa Clarita	1.6151	1.5979
5	772 kg	-1.0667	badminton	Stockton	0.2206	1810	1.7087	basketball	-2295 m	Long Beach	NULL	1.4353
0	710 kg	0.4266	soccer	Stockton	0.3995	-133	0.3915	baseball	189 m	Sacramento	1.1059	0.8681
5	482 kg	-0.1231	badminton	Stockton	-0.051	547	0.2729	basketball	1610 m	Long Beach	1.2436	-0.1385
3	-262 kg	0.1337	boxing	Irvine, Oakland	1.0689	-459	0.5023	volleyball	-450 m	Riverside	1.0706	0.8743
1	?	0.8022	motor sports	Moreno Valley, Modesto, Fresno, Santa Ana	0.0331	837	0.1089	track & field	967 m	Bakersfield, Anaheim	0.3588	0.8333
3	-1627 kg	1.0837	boxing	Santa Clarita	0.0788	894	0.2814	volleyball	799 m	Riverside	1.0792	-0.8111
4	-906 kg	-0.6971	ice hockey	San Francisco	0.5761	-56	-0.651	soccer	716 m	Modesto	1.9796	0.1844
1	882 kg	1.8574	track & field	Santa Ana, Fresno, Modesto, Riverside	-0.2552	550	0.5869	golf	-697 m	Santa Ana, Chula Vista, San Jose, Irvine	0.2861	-0.1556
4	1272 kg	0.263	ice hockey	San Bernardino, San Francisco	2.5906	673	1.9501	soccer	873 m	Moreno Valley, Stockton	0.6679	1.647
3	-135 kg	0.9774	ice hockey	Santa Clarita	1.5748	295	-1.2468	tennis	914 m	San Francisco	-0.2813	-0.9437
0	551 kg	0.0834	football	Sacramento	0.6833	562	0.5018	baseball	-622 m	Sacramento	-0.0366	-0.0036
4	1217 kg	-0.5414	ice hockey	San Bernardino, San Francisco	0.7954	-102	-1.0227	soccer	1140 m	Moreno Valley	1.0857	0.185
1	-409 kg	0.335	track & field	Santa Ana, Riverside, Fresno, Moreno Valley	-0.0883	-263	0.8355	golf	1442 m	n/a	-0.2848	
3	-990 kg	0.3431	boxing	San Jose	0.3736	619	0.6834	volleyball	-39 m	San Francisco	0.6292	0.8408
0	1621 kg	-0.4736	football	San Diego, Bakersfield, Fremont, Anaheim, Los Angeles	-0.7573	1381	0.1529	baseball	1435 m	FRESNO	-0.3215	0.6592
3	-198 kg	1.7807	baseball	Santa Clarita	0.6149	183	0.6871	soccer	-1297 m	San Francisco	1.7453	0.5723
0	-314 kg	0.1062	baseball	Bakersfield, Anaheim, Fremont, San Diego, Los Angeles	1.7037	523	0.1333	football	83 m	Sacramento	1.2803	0.7331
1	115 kg	1.0545	motor sports	Moreno Valley, Santa Ana	-0.0799	90	-1.7088	track & field	483 m	Anaheim, Chula Vista, Santa Ana, San Jose, Bakersfield	0.5936	0.4857
0	203 kg	-0.363	soccer	Anaheim, Bakersfield, Fremont, Los Angeles	-0.7968	775	0.8115	baseball	-306 m	Fresno	0.6458	0.608
3	10 kg	1.2213	boxing	San Jose	-0.2545	-997	1.7822	tennis	-94 m	San Francisco	0.8242	0.0286
0	96 kg	1.1805	tennis	Chula Vista	0.3531	1212	0.3755	baseball	-422 m	Sacramento	0.9754	0.5089
2	-720 kg	1.1723	volleyball	Oakland	-0.1486	976	0.6425	motor sports	-1677 m	San Bernardino, Oakland, Fremont	1.786	-0.6156
2	-278 kg	1.0709	volleyball	Chula Vista, Irvine	1.5399	-953	0.3846	football	1079 m	San Diego	1.3377	1.2936
2	523 kg	0.0622	volleyball	Irvine	0.856	2291	1.2817	football	464 m	Fremont, San Diego, Oakland	0.0718	1.1675
0	1242 kg	0.2415	soccer	Anaheim, Bakersfield, Fremont	1.5233	1369	0.6329	baseball	890 m	Fresno	1.4833	-0.5707
1	373 kg	0.2321	boxing	Santa Ana, Moreno Valley, Riverside	0.8299	182	2.2635	golf	211 m	BAKERSFIELD, CHULA VISTA, IRVINE, ANAHEIM	0.2119	0.2113
4	573 kg	0.368	ice hockey	San Bernardino, San Francisco	2.1014	248	1.2824	soccer	-606 m	Moreno Valley, Modesto	-0.0853	1.4675
0	-18 kg	0.7098	badminton	Stockton	2.073	847	1.6882	soccer	1184 m	Irvine, Chula Vista, San Jose	1.2148	-0.738
2	1425 kg	-0.4477	volleyball	Oakland, Irvine	-0.4017	1775	1.2193	motor sports	178 m	Los Angeles, San Diego, Oakland, San Bernardino	-0.0706	1.1488
1	1030 kg	0.8258	TRACK & FIELD	Fresno, Santa Ana, Moreno Valley, Modesto	1.6055	886	n/a	track & field	-254 m	Riverside	1.4351	1.5518
2	544 kg	0.2578	volleyball	Stockton	1.6075	1636	0.3412	running	-414 m	San Diego, Oakland, Fremont	0.3135	0.6433
2	2381 kg	0.6499	volleyball	Chula Vista	-0.823	1302	1.0935	running	2564 m	San Diego, Los Angeles	1.2373	0.2346
5	724 kg	0.7078	badminton	Stockton	1.2622	1891	0.2627	BASKETBALL	-109 m	Santa Clarita	-0.3802	0.3227
4	857 kg	1.2363	basketball	Long Beach, San Bernardino	0.1086	566	0.5425	soccer	1224 m	Stockton, Moreno Valley	1.0916	0.5451
3	-137 kg	-0.4794	boxing	San Jose	1.1651	-73	0.076	badminton	1433 m	San Francisco	2.505	-0.1427
3	893 kg	1.769	boxing	San Jose	0.167	238	-0.6984	badminton	-1138 m	Riverside	0.8062	1.3121
5	-241 kg	0.7136	badminton	San Francisco, San Bernardino	0.0865	1743	0.4895	basketball	-582 m	Santa Clarita	0.9524	0.6696
2	825 kg	-0.4547	volleyball	Irvine	0.7247	967	-0.5397	football	1769 m	San Bernardino, San Diego	0.9227	0.8913
1	1926 kg	0.5434	motor sports	Fresno, Santa Ana, Riverside	0.8629	-240	1.5948	volleyball	2164 m	San Jose, Irvine	0.0296	2.2126
3	-729 kg	1.0858	badminton	Santa Clarita	0.5596	-22	0.4873	ice hockey	3225 m	Riverside	1.1217	1.0053
1	1860 kg	1.3869	motor sports	Fresno, Moreno Valley, Modesto	0.4038	1779	0.7784	golf	64 m	Santa Ana, Anaheim, San Jose	1.1707	-0.3552
0	860 kg	0.4709	football	Fremont, San Diego	-0.4582	-160	-0.4662	baseball	1805 m	Sacramento	0.4821	-0.4603
0	-722 kg	-0.6701	football	Irvine, Chula Vista	-1.0565	273	1.5367	baseball	1140 m	Sacramento	0.8891	0.544
0	719 kg	-0.1846	tennis	San Diego, Fremont, Sacramento, Los Angeles	-0.6255	-1073	1.4233	soccer	1780 m	Sacramento	0.6916	1.4484
3	-267 kg	-0.174	track & field	San Jose	0.0472	883	0.3545	volleyball	518 m	San Francisco	0.9546	-0.7416
1	333 kg	0.5489	motor sports	Modesto, Santa Ana, Riverside	0.835	-899	1.3512	track & field	219 m	Anaheim, Bakersfield, Santa Ana, Chula Vista	2.3268	1.7599
2	596 kg	0.368	VOLLEYBALL	Irvine	-0.4731	-107	0.9347	football	1123 m	Oakland, Los Angeles, San Bernardino, San Diego	0.7597	0.1592
4	-735 kg	1.0065	ICE HOCKEY	Long Beach, San Francisco	1.0864	978	-0.5196	soccer	-381 m	Moreno Valley, Stockton	0.6059	1.1197
3	-415 kg	2.3232	baseball	Santa Clarita	0.4096	-733	0.5208	badminton	321 m	Riverside	0.6189	0.2658
1	798 kg	1.4171	motor sports	Modesto	0.9248	520	0.6133	golf	59 m	Anaheim, Santa Ana, Chula Vista, Irvine, Bakersfield	0.1255	0.3546
1	238 kg	0.5281	motor sports	Santa Ana	-0.5663	100	1.8925	golf	621 m	cHULA vISTA, bAKERSFIELD, aNAHEIM	-0.1673	1.6583
5	859 kg	0.7925	running	Stockton	0.4416	371	0.9435	n/a	382 m	Long Beach	0.3012	1.3995
2	541 kg	0.2265	volleyball	Chula Vista	0.131	-75	0.2462	football	654 m	Riverside	0.3804	0.4846
0	1252 kg	-0.2681	soccer	Sacramento, Fremont, Bakersfield, San Diego	1.0592	131	1.4485	Baseball	1844 m	fRESNO	1.1265	-0.8269
1	77 kg	-0.3104	motor sports	Santa Ana, Modesto, Moreno Valley, Riverside	-0.6447	-559	0.181	track & field	-417 m	Bakersfield	1.5973	1.2435
3	661 kg	0.4199	baseball	San Jose	-0.5133	352	0.215	badminton	437 m	Riverside	0.5036	-1.2145
4	-766 kg	1.6801	ice hockey	San Francisco	-0.3025	1067	-0.1352	soccer	2716 m	Modesto	-0.4856	1.1657
2	376 kg	0.2645	volleyball	Fresno	1.0999	n/a	1.4544	running	142 m	San Bernardino	N/A	-0.1925
3	-692 kg	1.9896	boxing	San Jose	-0.1749	280	0.9903	badminton	3219 m	Riverside	0.7482	1.4295
5	112 kg	0.8108	badminton	Stockton	1.4362	694	1.1025	basketball	344 m	Santa Clarita	1.6307	1.6013
2	85 kg	0.5093	volleyball	Chula Vista	-0.7385	817	1.8289	running	256 m	Modesto	1.9748	0.7409
0	1863 kg	1.1325	tennis	Fremont	0.0249	713	0.7375	baseball	-119 m	Sacramento	1.3879	0.6244
0	813 kg	0.1451	volleyball	San Diego	1.0514	775	0.2175	BASEBALL	1237 m	Sacramento	0.8873	1.5921
0	600 kg	0.59	soccer	Sacramento	0.5885	899	2.0173	baseball	1777 m	Fresno	0.826	-0.268
5	1051 kg	0.4133	golf	Stockton	-0.6025	365	0.1443	BASKETBALL	39 m	Santa Clarita	-0.6591	-0.0913
3	1058 kg	0.5503	n/a	Santa Clarita	0.2348	1173	0.3595	volleyball	991 m	Riverside	1.239	0.6393
3	-1319 kg	1.2926	baseball	San Jose	0.3615	-1693	-1.0243	badminton	16 m	San Francisco	1.0737	0.3916
5	-97 kg	1.0609	badminton	Stockton	1.1059	1057	-0.5195	basketball	-1314 m	Long Beach	1.1857	0.6016
4	546 kg	-0.7354	basketball	Long Beach	1.1623	1997	-0.7007	soccer	333 m	Stockton	-0.3575	0.0382
3	-310 kg	-0.902	baseball	Santa Clarita	0.3429	865	-0.6133	volleyball	1671 m	San Francisco	1.6982	2.0004
0	2376 kg	-1.0289	tennis	Bakersfield, San Diego, Fremont, Sacramento, Anaheim	0.5664	954	-0.4107	baseball	559 m	Sacramento	0.962	1.0935
1	956 kg	-0.9496	track & field	Modesto, Santa Ana	0.3608	1455	0.8399	track & field	664 m	Anaheim, San Jose, Bakersfield	1.0729	-0.1078
1	1221 kg	-0.9778	track & field	San Francisco	1.3549	-427	0.3474	golf	-402 m	San Jose, Bakersfield, Chula Vista, Anaheim, Irvine	0.8478	1.0618
2	334 kg	0.5014	volleyball	Irvine	-0.3386	817	0.7026	boxing	483 m	None	1.9357	0.4223
4	1325 kg	-0.2739	basketball	Anaheim, Bakersfield	0.0311	2008	-1.0688	soccer	2835 m	modesto	0.3003	-0.6488
2	236 kg	0.5607	volleyball	San Bernardino, Long Beach	-0.3883	903	2.0805	running	-455 m	OAKLAND	1.0872	-0.1736
5	1126 kg	0.8995	track & field	Stockton	N/A	-96	-0.1079	basketball	1675 m	Santa Clarita	1.3141	-0.1901
3	88 kg	-0.1484	boxing	Santa Clarita	0.9182	972	-0.1139	badminton	-224 m	San Francisco	0.8222	1.7329
3	480 kg	0.8378	baseball	San Jose	1.7376	-281	0.6002	tennis	-114 m	San Francisco	1.727	1.0228
4	1378 kg	0.7998	basketball	Moreno Valley, Modesto, Santa Ana, Fresno	0.4421	925	1.5365	soccer	784 m	Riverside	0.4763	-0.1186
4	2878 kg	0.5816	basketball	Sacramento, San Diego, Fremont, Anaheim	-0.1609	546	1.1774	soccer	123 m	Moreno Valley	0.1152	0.4033
